代码,名称,最新价,涨跌额,涨跌幅,买入,卖出,昨收,今开,最高,最低,成交量,成交额,date
bj430017,星昊医药,12.43,0.06,0.485,12.43,12.44,12.37,12.37,12.85,11.78,2131177.0,26280206.0,2024-02-08
bj430047,诺思兰德,15.24,0.19,1.262,15.23,15.24,15.05,14.89,15.56,14.88,2336308.0,35547400.0,2024-02-08
bj430090,同辉信息,3.98,0.32,8.743,3.98,3.99,3.66,3.44,3.98,3.37,16226606.0,59447777.0,2024-02-08
bj430139,华岭股份,13.03,1.4,12.038,13.03,13.05,11.63,11.73,14.7,11.31,6575429.0,87757721.0,2024-02-08
bj430198,微创光电,9.44,-0.57,-5.694,9.44,9.45,10.01,10.13,10.28,8.92,10199353.0,97618264.0,2024-02-08
bj430300,辰光医疗,10.51,-0.14,-1.315,10.5,10.51,10.65,10.65,10.96,10.0,2439946.0,25464354.0,2024-02-08
bj430418,苏轴股份,20.51,0.01,0.049,20.51,20.56,20.5,20.8,21.3,19.71,1393795.0,28701980.0,2024-02-08
bj430425,乐创技术,19.23,0.48,2.56,19.23,19.3,18.75,19.03,19.39,17.3,2078536.0,38253977.0,2024-02-08
bj430476,海能技术,10.2,0.25,2.513,10.2,10.21,9.95,10.05,10.32,9.31,987014.0,9814079.0,2024-02-08
bj430478,峆一药业,17.91,-0.69,-3.71,17.91,17.92,18.6,18.03,18.65,16.54,2700158.0,47660095.0,2024-02-08
bj430489,佳先股份,6.73,0.17,2.591,6.72,6.73,6.56,6.68,6.89,6.31,5315880.0,35601451.0,2024-02-08
bj430510,丰光精密,18.71,-1.92,-9.307,18.71,18.72,20.63,20.0,21.38,18.03,5795863.0,111614067.0,2024-02-08
bj430556,雅达股份,4.71,0.02,0.426,4.68,4.71,4.69,4.79,4.8,4.36,1959280.0,9011843.0,2024-02-08
bj430564,天润科技,11.68,0.42,3.73,11.67,11.68,11.26,11.11,11.77,10.16,3219958.0,35345389.0,2024-02-08
bj430685,新芝生物,9.55,-0.04,-0.417,9.55,9.56,9.59,9.65,9.96,9.01,1254581.0,11775376.0,2024-02-08
bj430718,合肥高科,9.95,0.13,1.324,9.9,9.95,9.82,9.72,10.08,9.19,1171632.0,11355847.0,2024-02-08
bj830779,武汉蓝电,26.93,0.81,3.101,26.93,27.14,26.12,25.51,27.77,25.01,306285.0,8075331.0,2024-02-08
bj830799,艾融软件,11.15,0.15,1.364,11.15,11.16,11.0,11.32,11.7,10.71,5946852.0,66847309.0,2024-02-08
bj830809,安达科技,4.72,0.22,4.889,4.71,4.72,4.5,4.55,4.75,4.43,4940897.0,22865960.0,2024-02-08
bj830832,齐鲁华信,4.66,0.06,1.304,4.66,4.7,4.6,4.7,4.81,4.47,717441.0,3313289.0,2024-02-08
bj830839,万通液压,11.06,0.33,3.075,11.06,11.1,10.73,10.73,11.06,10.0,805725.0,8487002.0,2024-02-08
bj830879,基康仪器,9.1,0.52,6.061,9.09,9.1,8.58,8.67,9.14,8.2,1064285.0,9364135.0,2024-02-08
bj830896,旺成科技,8.53,-0.69,-7.484,8.52,8.53,9.22,9.11,9.21,8.14,3971746.0,34154824.0,2024-02-08
bj830946,森萱医药,7.3,0.17,2.384,7.29,7.3,7.13,7.26,7.43,6.7,3593713.0,25873535.0,2024-02-08
bj830964,润农节水,3.2,0.08,2.564,3.19,3.2,3.12,3.09,3.29,3.03,4265881.0,13406791.0,2024-02-08
bj830974,凯大催化,6.51,0.07,1.087,6.49,6.51,6.44,6.45,6.66,6.11,3852102.0,24664289.0,2024-02-08
bj831010,凯添燃气,4.07,0.09,2.261,4.06,4.07,3.98,4.0,4.12,3.69,3846385.0,15331574.0,2024-02-08
bj831039,国义招标,6.85,0.24,3.631,6.85,6.86,6.61,6.58,6.9,6.24,3059256.0,20404242.0,2024-02-08
bj831087,秋乐种业,8.81,0.1,1.148,8.81,8.82,8.71,8.72,8.99,8.1,6277937.0,53942132.0,2024-02-08
bj831152,昆工科技,11.17,0.37,3.426,11.17,11.18,10.8,10.83,11.27,10.5,1053169.0,11549124.0,2024-02-08
bj831167,鑫汇科,13.7,0.7,5.385,13.69,13.7,13.0,13.3,14.0,12.56,1895402.0,24669702.0,2024-02-08
bj831175,派诺科技,14.38,0.11,0.771,14.38,14.39,14.27,14.18,14.63,13.18,2106785.0,29449624.0,2024-02-08
bj831195,三祥科技,11.62,0.01,0.086,11.6,11.62,11.61,11.71,11.99,10.95,2572444.0,29485645.0,2024-02-08
bj831278,泰德股份,4.36,-0.28,-6.034,4.36,4.39,4.64,4.55,4.79,4.3,5259779.0,23426997.0,2024-02-08
