时间,标题,简讯,date
2024-10-22 17:29:55,因赛集团：筹划重大资产重组 股票明起停牌,【因赛集团：筹划重大资产重组 股票明起停牌】财联社10月22日电，因赛集团公告，公司正在筹划发行股份及支付现金购买资产事项，标的公司为国内头部数智化公关传播服务商——智者同行品牌管理顾问（北京）股份有限公司。本次交易事项尚处于筹划阶段，公司目前正与标的公司各股东接洽。初步确定的发行股份及支付现金购买资产交易对方为刘焱、宁波有智青年投资管理合伙企业（有限合伙）、黄明胜、韩燕燕、于潜、黎彤，交易对方合计持有标的公司总股本的99.9972%的股份。本次交易预计构成重大资产重组，本次交易预计构成关联交易。公司股票自2024年10月23日开市时开始停牌。,2024-10-22
2024-10-22 17:18:31,中国电信：第三季度净利润74.87亿元 同比增长7.8%,【中国电信：第三季度净利润74.87亿元 同比增长7.8%】财联社10月22日电，中国电信披露三季报，公司2024年第三季度实现营业收入1259.95亿元，同比增长2.9%，净利润74.87亿元，同比增长7.8%，基本每股收益0.08元。,2024-10-22
2024-10-22 16:57:39,晓程科技：2024年第三季度净利润同比增长597.01%,【晓程科技：2024年第三季度净利润同比增长597.01%】财联社10月22日电，晓程科技发布2024年第三季度报告，报告期内公司实现营业收入1.055亿元，同比增长61.56%；归属于上市公司股东的净利润为2083.05万元，同比增长597.01%。,2024-10-22
2024-10-22 16:39:40,4连板富乐德：重大资产重组评估工作尚未完成 能否通过审批及取得审批的时间均存在不确定性,"【4连板富乐德：重大资产重组评估工作尚未完成 能否通过审批及取得审批的时间均存在不确定性】财联社10月22日电，富乐德发布股票交易异常波动公告，公司发现近期公共传媒相关报道，如“富乐德明起停牌,拟收购FERROTEC集团半导体相关资产”、“富乐德:拟发行股份及可转债购买富乐华100%股权”、“富乐德拟购买富乐华100%股权,公司股票10月17日复牌”、“拟购买富乐华半导体100%股权,富乐德复牌一字涨停”等等。本次交易相关的审计、评估工作尚未完成，且本次交易尚需履行多项审批程序方可实施，本次交易能否通过上述审批及取得审批的时间均存在不确定性，敬请广大投资者关注公司后续公告并注意投资风险。",2024-10-22
2024-10-22 16:29:12,佩蒂股份：前三季度净利润同比增长630.85%,【佩蒂股份：前三季度净利润同比增长630.85%】财联社10月22日电，佩蒂股份发布2024年第三季度报告，前三季度实现营业收入13.23亿元，同比增长44.34%；归属于上市公司股东的净利润1.55亿元，同比增长630.85%；基本每股收益0.6251元。第三季度实现营业收入4.77亿元，同比增长12.61%；归属于上市公司股东的净利润5685.60万元，同比增长319.98%。,2024-10-22
2024-10-22 16:23:34,国家发改委：2025年我国将继续发行超长期特别国债,【国家发改委：2025年我国将继续发行超长期特别国债】财联社10月22日电，从国家发展改革委了解到，2025年，我国将继续发行超长期特别国债并进一步优化投向，仍将保持有力度的安排支持国家重大战略实施和重点领域安全能力建设。截至目前，今年7000亿元的中央预算内投资已经下达，1万亿元超长期特别国债里用于“两重”建设的7000亿元也全部落实到项目。近期，国家发展改革委会同相关行业部门和各地方，按照符合投向领域、前期工作成熟、具备下达条件的标准，筛选确定了两个1000亿元提前批次的项目清单，按程序已经下达。其中，“两重”建设项目121个，总投资约8800亿元，中央预算内投资计划项目526个，总投资约,2024-10-22
2024-10-22 16:03:15,宏景科技：签署4.09亿元算力服务合同,【宏景科技：签署4.09亿元算力服务合同】财联社10月22日电，宏景科技公告，公司与深圳X公司签署了《智算项目服务合同》，合同总金额为4.09亿元。根据合同，宏景科技将向X公司提供硬件资源设备、组网配套服务及对服务器进行必要的改配服务，并提供算力服务。合同期限为三年。公司表示，本次合同的签署是市场对公司在算力业务、专业能力及客户服务的肯定，对公司算力业务的深化布局、市场的积极开拓和品牌效应建立都有着积极正面的影响。若合同履约顺利，预计对公司经营业绩将产生积极影响。,2024-10-22
2024-10-22 16:01:37,10月22日涨停分析,【10月22日涨停分析】今日共115股涨停，连板股总数42只，41股封板未遂，封板率为74%（不含ST股、退市股）。焦点股方面，高位股午后松动，双成药业、海能达一度打开涨停；北交所多只人气股大幅调整，昨30CM4连板的天马新材从涨停翻绿，股价翻10倍的艾融软件跌超20%。,2024-10-22
2024-10-22 15:59:21,读客文化：第三季度净利润同比增长2042%,【读客文化：第三季度净利润同比增长2042%】财联社10月22日电，读客文化公告，2024年第三季度，公司实现营业收入9369.62万元，同比下降7.04%。归属于上市公司股东的净利润为353.08万元，同比增长2042%。,2024-10-22
2024-10-22 15:54:07,今日投资舆情热点,"【今日投资舆情热点】
1）文化传媒：机构称，内容短剧出海供需两旺；出海广告市场规模持续增长，预计在未来几年内还将继续扩大。
2）重组相关：证监会主席吴清表示，抓好新发布的“并购六条”落地实施，尽快推出一批典型案例。
3）半导体芯片：广东印发加快推动光芯片产业创新发展行动方案(2024—2030年)，提出大力推动刻蚀机、键合机、外延生长设备及光矢量参数网络测试仪等光芯片关键装备研发和国产化替代。
4）核电：亚马逊和谷歌达成具有里程碑意义的电力供应协议，推动在美国部署首批小型模块化反应堆（SMR）。
5）能源金属：最近几周，美国政府先后与人工智能公司KoBold Metals、铜矿公司First ",2024-10-22
