时间,标题,简讯,date
2024-05-20 17:30:43,北向资金今日大幅净买入53.33亿元 宁德时代获净买入3.91亿元,北向资金今日大幅净买入53.33亿元。宁德时代、五粮液、中国中免分别获净买入3.91亿元、3.65亿元、2.63亿元。国电南瑞净卖出额居首，金额为4.73亿元。,2024-05-20
2024-05-20 16:30:08,,财政部：4月证券交易印花税339亿元，同比下降52.7%。 ,2024-05-20
2024-05-20 16:28:54,财政部：1—4月全国一般公共预算收入80926亿元 同比下降2.7%,财政部：1—4月，全国一般公共预算收入80926亿元，同比下降2.7%，扣除去年同期中小微企业缓税入库抬高基数、去年年中出台的减税政策翘尾减收等特殊因素影响后，可比增长2%左右。 ,2024-05-20
2024-05-20 16:20:13,高盛将沪深300指数12个月目标位从3900点上调至4100点,"【高盛将沪深300指数12个月目标位从3900点上调至4100点】财联社5月20日电，高盛将MSCI中国指数12个月目标位从60上调至70；将沪深300指数12个月目标位从3,900点上调至4,100点。",2024-05-20
2024-05-20 16:19:07,上金所：调整部分合约保证金比例和涨跌停板,【上金所：调整部分合约保证金比例和涨跌停板】财联社5月20日电，上金所公告，自2024年5月21日（星期二）收盘清算时起，Au（T+D）、mAu（T+D）、Au（T+N1）、Au（T+N2）、NYAuTN06、NYAuTN12等合约的保证金比例从9%调整为10%，下一交易日起涨跌幅度限制从8%调整为9%；Ag（T+D）合约的保证金比例从12%调整为13%，下一交易日起涨跌幅度限制从11%调整为12%。,2024-05-20
2024-05-20 16:04:24,海目星：在中红外飞秒激光技术及其在医疗应用领域关键技术取得重大突破,【海目星：在中红外飞秒激光技术及其在医疗应用领域关键技术取得重大突破】财联社5月20日电，海目星公告，公司近期在中红外飞秒激光（国内把波长超过5μm的中红外称为长波红外）关键技术及其医疗领域应用中取得了重大突破。公司将争取尽快完成相关医疗器械产品的临床实验，并获得相关产品的二类以及三类医疗许可证；相关医疗器械产品在获取二类以及三类医疗许可证后，公司争取在三到五年内实现医疗相关产业的产业化布局和规模化生产。,2024-05-20
2024-05-20 15:20:45,5月20日涨停分析,【5月20日涨停分析】今日共42股涨停，连板股总数11只，17股封板未遂，封板率为71%（不含ST股、退市股及未开板新股）。焦点股方面，高度板南京化纤午后上演“天地板”，地产链午后也冲高回落，荣盛发展、城建发展炸板，剩下亚振家居5连板、我爱我家3连板、园林股份3连板。今日沪深两市收涨个股2670只，收跌个股2267只。,2024-05-20
2024-05-20 15:02:42,收评：沪指涨0.54%再创年内新高 有色、煤炭等周期股集体大涨,【收评：沪指涨0.54%再创年内新高 有色、煤炭等周期股集体大涨】财联社5月20日电，市场全天震荡走高，三大指数均小幅上涨，沪指再创年内新高。盘面上，周期股集体走强，其中贵金属、有色方向领涨，晓程科技、湖南白银、北方铜业、盛达资源涨停；煤炭、油气方向震荡走强，昊华能源、通源石油等涨超5%；电力股一度冲高，广安爱众、明星电力涨停。民爆概念股持续活跃，高争民爆、保利联合、雪峰科技涨停。旅游股盘中拉升，长白山涨停。下跌方面，地产股展开调整，中交地产等多股跌超5%。总体上个股涨多跌少，全市场超2700只个股上涨。沪深两市今日成交额9954亿，较上个交易日放量1080亿。板块方面，贵金属、民爆、油气、煤,2024-05-20
2024-05-20 15:01:28,国内商品期货收盘普涨 沪银主力合约涨停创历史新高,【国内商品期货收盘普涨 沪银主力合约涨停创历史新高】财联社5月20日电，国内商品期货收盘普涨，沪银主力合约涨停，创历史新高；纯碱、锰硅涨逾6%，国际铜、沪铜涨超5%，液化气、沪镍等涨逾4%，苯乙烯、氧化铝等涨超3%，沪金、PVC等涨超2%，棕榈油、BR橡胶等涨超1%，棉纱、棉花等小幅上涨；鸡蛋、花生等少数品种下跌。,2024-05-20
2024-05-20 14:39:21,南京化纤直线跳水跌停 走出天地板行情,【南京化纤直线跳水 走出天地板行情】财联社5月20日电，尾盘人气股南京化纤直线跳水跌停，成交超3亿元，走出天地板行情，该股此前走出6连板。,2024-05-20
