时间,标题,简讯,date
2024-07-11 17:32:57,意华股份：预计上半年净利同比增长142%-187%,【意华股份：预计上半年净利同比增长142%-187%】财联社7月11日电，意华股份公告，预计上半年净利1.6亿元–1.9亿元，同比增长141.67%-186.98%。报告期内，公司主营业务继续保持稳定发展，光伏支架方面，随着美国工厂的投产，订单陆续释放，效益同比增长；连接器方面，随着国内互联网、大数据等行业发展，对服务器、数据中心的需求不断增加，从而使得公司连接器业务订单同比上一年度增长，销售收入上升。,2024-07-11
2024-07-11 17:30:41,北向资金今日净买入30.46亿元 贵州茅台获净买入3.52亿元,北向资金今日净买入30.46亿元。贵州茅台、长安汽车、紫金矿业分别获净买入3.52亿元、3.37亿元、1.7亿元。工业富联净卖出额居首，金额为3.77亿元。,2024-07-11
2024-07-11 17:23:06,赤峰黄金：预计上半年净利同比增长124%-137%,【赤峰黄金：预计上半年净利同比增长124%-137%】财联社7月11日电，赤峰黄金公告，预计2024年半年度实现归母净利润7亿元-7.4亿元，同比增加124.39%-137.21%。报告期内，黄金产量及销售价格较上年同期上涨；公司全资子公司赤金国际（香港）有限公司将所持TIETTO MINERALS LIMITED普通股股票1.41亿股全部转让，持有股份及本次交易对本期损益影响折合人民币约7843.93万元，对净利润产生正向影响。,2024-07-11
2024-07-11 17:11:22,常铝股份：预计上半年净利同比增长936%-1246%,【常铝股份：预计上半年净利同比增长936%-1246%】财联社7月11日电，常铝股份公告，预计2024年半年度归属于上市公司股东的净利润3000万元–3900万元，同比增长936%–1246%。报告期内，公司较好地执行了既定年度经营计划，坚持技术创新和差异化发展以重塑企业核心竞争力。公司部分重点新产品、新业务进展顺利，带动新市场拓展及企业整体转型升级进程加速。,2024-07-11
2024-07-11 17:07:16,国务院：同意在沈阳等6个城市暂时调整实施有关行政法规和经国务院批准的部门规章规定,国务院：在沈阳市、南京市、杭州市、武汉市、广州市、成都市等6个服务业扩大开放综合试点城市暂时调整实施《民办非企业单位登记管理暂行条例》、《旅行社条例》、《娱乐场所管理条例》、《营业性演出管理条例》、《外商投资准入特别管理措施（负面清单）（2021年版）》的有关规定（目录附后）。,2024-07-11
2024-07-11 16:56:21,成品油价迎年内第七涨 92号汽油重回“8元时代”,国家发改委：新一轮成品油调价窗口将于今天（7月11日）24时开启。本轮成品油调价周期内（6月27日—7月10日），受消费增长、库存减少等因素影响，国际油价上涨。,2024-07-11
2024-07-11 16:23:20,莱绅通灵：预计上半年净亏损3000万元至4300万元,【莱绅通灵：预计上半年净亏损3000万元至4300万元】财联社7月11日电，莱绅通灵公告，经财务部门初步测算，预计公司2024年半年度将出现亏损，实现归属于母公司所有者的净利润-3000万元至-4300万元。本期业绩预亏的主要原因为2024年上半年，公司持续加大黄金业务拓展力度，营业收入同比增长超过40.00%，黄金业务收入占比大幅提高，但黄金业务的毛利率较低，导致公司综合毛利率下降明显，未能实现盈利。,2024-07-11
2024-07-11 15:24:56,我国成功搭建国际首个通信与智能融合的6G试验网,【我国成功搭建国际首个通信与智能融合的6G试验网】财联社7月11日电，中国工程院院士、北京邮电大学教授张平团队基于通信与智能融合的多项关键技术，搭建了国际首个通信与智能融合的6G外场试验网，验证了4G、5G链路具备6G传输能力的可行性。这一通信系统，设计智能而简约，其容量、覆盖、效率三项核心指标也有了显著提升。这一成果及其创新理论以论文形式发表于我国通信期刊《通信学报》上。相较于5G，6G具有更高速率、更低时延、更广的连接密度，还能实现通信与人工智能、智能感知的深度融合。,2024-07-11
2024-07-11 15:16:48,7月11日涨停分析,【7月11日涨停分析】今日共77股涨停，连板股总数10只，22股封板未遂，封板率为78%（不含ST股、退市股及未开板新股）。焦点股方面，消费电子板块朝阳科技4连板、淳中科技3天2板，复合铜箔概念股光华科技7天4板，网约车概念持续火爆，天迈科技20CM3连板、锦江在线3连板、大众交通2连板。,2024-07-11
2024-07-11 15:03:53,收评：沪指高开高走涨超1% 全市场近5000只个股上涨,【收评：沪指高开高走涨超1% 全市场逾百股涨超9%】财联社7月11日电，市场全天高开高走，创业板指领涨，多个超跌板块集体反弹。盘面上，锂矿、光伏等新能源赛道股震荡走强，盛新锂能、永兴材料、融捷股份、鹿山新材等涨停。铜箔概念股表现活跃，宝明科技、光华科技、日久光电等涨停。有色金属概念股盘中拉升，北方铜业、国城矿业、盛屯矿业、莱绅通灵涨停。CRO、创新药概念股一度冲高，昭衍新药涨停，美迪西涨超10%。总体上个股涨多跌少，全市场近5000只个股上涨，逾百股涨超9%。沪深两市今日成交额7871亿，较上个交易日放量1095亿。板块方面，锂矿、铜箔、网约车、POE胶膜等板块涨幅居前，银行等少数板块下跌。截,2024-07-11
