时间,标题,简讯,date
2024-03-12 09:35:07,北向资金今日净买入42.44亿元 宁德时代获净买入15.87亿元,北向资金全天净买入42.44亿元，净买入宁德时代15.87亿元、贵州茅台11.48亿元，净卖出东方财富1.34亿元、泸州老窖0.67亿元。,2024-03-12
2024-03-12 09:10:12,6天4板金盾股份：公司与清华大学合作的飞行汽车电动涵道风扇产品目前还处于研发阶段,【6天4板金盾股份：公司与清华大学合作的飞行汽车电动涵道风扇产品目前还处于研发阶段】财联社3月12日电，金盾股份公告，公司与清华大学合作的飞行汽车电动涵道风扇产品目前还处于研发阶段，尚未应用。此外，截至本公告日，公司无控股股东、实际控制人。第一大股东累计质押股份数量占其所持公司股份数量的88.06%，存在高比例质押的风险。公司特别提醒投资者，注意投资风险，理性决策，审慎投资。,2024-03-12
2024-03-12 08:52:08,李宁公司：不知晓股价异动的原因,【李宁公司：不知晓股价异动的原因】李宁公告称，董事会确认其并不知悉该等变动的任何原因或为避免公司证券出现虚假市场而必须公布的任何资料。,2024-03-12
2024-03-12 08:09:45,香港恒生指数收涨3.05% 恒生科技指数涨4.64%,【香港恒生指数收涨3.05% 恒生科技指数涨4.64%】财联社3月12日电，香港恒生指数收涨3.05%，恒生科技指数涨4.64%。海底捞涨超13%，小米集团、哔哩哔哩涨超11%，李宁涨超8%，京东集团涨超7%，腾讯控股涨超4%。,2024-03-12
2024-03-12 08:01:22,特朗普称若当选将对中国产品加征关税 外交部回应,【特朗普称若当选将对中国产品加征关税 外交部回应】财联社3月12日电，外交部发言人汪文斌3月12日主持例行记者会。有外媒记者提问，美国前总统特朗普称，如果他再次当选，他计划对所有的中国产品增加高达60%的关税，并且他不在意中方或将采取对美国产品也增加关税的反制措施。中方对此有何评论？“大选是美国的内政，我们不予置评。我要告诉大家的是，中美经贸关系的本质是互利共赢，打关税战、贸易战，不利于中国，不利于美国，不利于世界。”汪文斌说。,2024-03-12
2024-03-12 07:52:03,周二投资舆情热点,"【周二投资舆情热点】
1）低空经济：安徽省《2024年度安徽省低空空域航线划设方案》顺利获批，低空航线较去年新增3条。
2）中药：佐力药业一季度业绩超预期；佛慈制药上调中成药产品出厂价。
3）房地产：金融监管总局将进一步推动落实城市房地产融资协调机制；万科境外公开市场的债务已经偿付了将近一半。
4）Vision Pro：苹果宣布扩大在中国的应用研究实验室，将增强对iPhone、iPad、Apple Vision Pro等产品的测试和研究能力。
5）存储芯片：机构称，DRAM、NAND颗粒价格均自23Q4起涨，下游拉货意愿强烈，存储市场供不应求行情显著。",2024-03-12
2024-03-12 07:51:01,独家|12家商业银行为万科筹资800亿？接近银行人士：有听说相关信息 但目前银行方面态度保守,【独家|12家商业银行为万科筹资800亿？接近银行人士：有听说相关信息 但目前银行方面态度保守】今日有市场消息指工行（牵头行）、农行、中行、建行、交行和邮储银行六家国有银行以及招行、中信、兴业、浦发、民生和平安六家股份制银行正为万科筹措最高额800亿人民币的银团贷款，以应对未来到期的公开市场债券偿付。对此，蓝鲸记者从接近上述银行人士处获悉，“有听说相关信息，但目前银行方面态度保守，但出于其他因素考虑，估计最后也有一点成功的可能性。”另一接近上述银行的人士则表示“未定”。（蓝鲸记者 陈业）,2024-03-12
2024-03-12 07:25:46,3月12日涨停分析,【3月12日涨停分析】今日共75股涨停，连板股总数18只，37股封板未遂，封板率为67%（不含ST股、退市股及未开板新股）。个股方面，算力板块日海智能14天8板，低空经济概念股立航科技6板、金盾股份创业板6天4板，新型工业化概念股艾艾精工6板，高铁板块必得科技4板，并购重组的新天药业3板，脑机接口概念股高德红外3板，光通信板块铭普光磁3板，磁光电存储概念股中电兴发3板，锂电池板块海科新源创业板2板、天际股份2板。今日沪深两市收涨个股3589只，收跌个股1402只。,2024-03-12
2024-03-12 07:17:58,香港恒生科技指数涨幅扩大至5%,财联社3月12日电，香港恒生科技指数涨幅扩大至5%，恒指现涨3.29%。,2024-03-12
2024-03-12 07:03:06,收评：沪指震荡调整跌0.41% 飞行汽车板块10余股涨停,【收评：沪指震荡调整跌0.41% 飞行汽车板块10余股涨停】财联社3月12日电，市场全天震荡分化，创业板指延续反弹，沪指调整。盘面上，飞行汽车概念股集体爆发，商络电子、万丰奥威、中信海直、立航科技等10余股涨停。医药股开盘拉升，中药方向领涨，佐力药业、香雪制药、佛慈制药、龙津药业等涨停。白酒股震荡反弹，金种子酒、青海春天涨停。地产股午后拉升，中交地产、信达地产涨停，万科A涨超5%。下跌方面，高息概念股持续调整，中国海油跌超5%。总体上个股涨多跌少，全市场超3500只个股上涨。沪深两市今日成交额11454亿，较上个交易日放量1395亿。板块方面，飞行汽车、中药、房地产、白酒等板块涨幅居前，煤炭、,2024-03-12
