时间,标题,简讯,date
2024-01-17 09:33:37,齐峰新材：预计2023年净利同比增长2555%-2968%,【齐峰新材：预计2023年净利同比增长2555%-2968%】财联社1月17日电，齐峰新材公告，预计2023年净利润2.25亿元-2.6亿元，同比增长2554.62%-2967.56%；报告期内客户需求旺盛，公司产销量明显增加。,2024-01-17
2024-01-17 09:31:36,工信部：推动人工智能产业高质量发展的标准体系加快形成,工信部就《国家人工智能产业综合标准化体系建设指南》（征求意见稿）公开征求意见。到2026年，共性关键技术和应用开发类计划项目形成标准成果的比例达到60％以上，标准与产业科技创新的联动水平持续提升。新制定国家标准和行业标准50项以上，推动人工智能产业高质量发展的标准体系加快形成。开展标准宣贯和实施推广的企业超过1000家，标准服务企业创新发展的成效更加凸显。参与制定国际标准20项以上，促进人工智能产业全球化发展。,2024-01-17
2024-01-17 09:30:45,北向资金今日大幅净卖出130.57亿元 比亚迪遭净卖出10.47亿元,北向资金今日大幅净卖出130.57亿元。比亚迪、贵州茅台、五粮液分别获净卖出10.47亿元、5.62亿元、4.41亿元。美的集团净买入额居首，金额为1.39亿元。,2024-01-17
2024-01-17 09:21:49,4只沪深300ETF持续两天交易额放大 今日再达176亿,【4只沪深300ETF持续两天交易额放大 今日再达176亿】4只规模靠前的沪深300ETF继昨日成交额突破180亿元后，今日成交额持续放大，华泰柏瑞沪深300ETF、易方达沪深300ETF、华夏沪深300ETF和嘉实沪深300ETF合计成交额近176亿元。此外，4只沪深300ETF年内份额增加合计约70亿。（财联社记者 闫军）,2024-01-17
2024-01-17 09:00:45,新华社：金融持续发力支持实体经济健康发展,【新华社：金融持续发力支持实体经济健康发展】财联社1月17日电，新华社发文表示，金融是实体经济的血脉，为实体经济服务是金融的天职。党的十八大以来，我国金融部门深化对金融本质和规律的认识，坚持把金融服务实体经济作为根本宗旨，总量上坚持合理充裕，结构上强化精准滴灌，为实体经济健康发展提供了有力支撑。我国拥有全球最大的银行体系，第二大保险、股票和债券市场，普惠金融走在世界前列，金融服务实体经济效率和水平不断提升。当前，我国金融服务实体经济的质效还有待进一步提升。记者了解到，下一步，我国将持续建设规范、透明、开放、有活力、有韧性的金融市场，进一步优化融资结构、市场体系、产品体系，为实体经济发展提供更高,2024-01-17
2024-01-17 08:55:46,油价小幅下调 加满一箱油少花2元,国家发改委：自2024年1月17日24时起，国内汽、柴油价格每吨均降低50元。,2024-01-17
2024-01-17 08:51:57,实探捷荣新工业园：被通知“放长假”的员工据称有100多人 有员工“门禁权限被停”,【实探捷荣新工业园：被通知“放长假”的员工据称有100多人 有员工“门禁权限被停”】财联社记者于今日上午九点半来到捷荣技术旗下捷荣新工业园，多名身着蓝色工服的员工在园区门口聚集。财联社记者从多名员工处获悉，此次被捷荣技术单方面通知“放长假”的员工约有100多人，涉及多个部门。一位被通知放假、自称“技术工”的员工向财联社记者透露，昨日（1月16日）下午，部分员工已就“放长假”问题与公司方面进行了沟通，员工主张公司应按劳动法进行赔偿，但双方未达成一致。双方约定今日上午10时进行新一轮沟通。该员工透露，“早上领导都没来。”其称，目前公司已经把门禁权限停了，“厂都不给你进去，现在卡也打不了，班也上不了,2024-01-17
2024-01-17 08:39:56,被指有4倍杠杆雪球被平仓 相关券商否认是自家产品,【被指有4倍杠杆雪球被平仓 相关券商否认是自家产品】今日一则截图显示，有投资者购买的2022年1月13日中证 500指数雪球产品在到期日爆仓，投资的 200万本金和票息皆无。网传截屏同时显示了某券商的期权结算通知书。对此，财联社记者向该券商方面了解，相关人士否认为自家产品，而可能是某私募销售的4倍杠杆雪球。另有市场人士指出，这只产品或为全保证金雪球，跟踪挂钩中证500指数，指数存续期内跌幅26.83%，因加了4倍杠杆，票息和亏损都会放大四倍，因此投资者损失了全部本金和票息。此外，该人士也指出，当前存量产品中，杠杆雪球占比并不高，推算规模约在100亿到200亿之间。（财联社记者 闫军）,2024-01-17
2024-01-17 08:10:29,香港恒生指数收跌3.71% 恒生科技指数跌4.99% 均创2022年11月以来收盘新低,香港恒生指数收跌3.71%，恒生科技指数跌4.99%。商汤跌超11%，蔚来、小鹏汽车跌超9%，融创中国跌超8%，哔哩哔哩跌超7%，美团、龙湖集团、碧桂园服务均跌超6%，阿里巴巴跌近4%。,2024-01-17
2024-01-17 07:19:56,1月17日涨停分析,【1月17日涨停分析】今日共33股涨停，连板股总数10只，10股封板未遂，封板率为77%（不含ST股、退市股及未开板新股）。个股方面，冰雪产业的长白山12天9板，“华字辈”个股深中华A7板、华立股份5天4板、深华发A3板，有机硅板块宏达新材3板、晨光新材2板、宏柏新材2板，大金融板块华金资本6天3板、新力金融2板，纺织股龙头股份2板，出海概念股广博股份3天2板。今日收涨个股247只，收跌个股4837只。,2024-01-17
2024-01-17 07:18:18,五部门联合开展智能网联汽车“车路云一体化”应用试点工作,【五部门联合开展智能网联汽车“车路云一体化”应用试点工作】财联社1月17日电，工业和信息化部、公安部、自然资源部、住房和城乡建设部、交通运输部发布关于开展智能网联汽车“车路云一体化”应用试点工作的通知，试点期为2024—2026年。坚持“政府引导、市场驱动、统筹谋划、循序建设”的原则，建成一批架构相同、标准统一、业务互通、安全可靠的城市级应用试点项目，推动智能化路侧基础设施和云控基础平台建设，提升车载终端装配率，开展智能网联汽车“车路云一体化”系统架构设计和多种场景应用，形成统一的车路协同技术标准与测试评价体系，健全道路交通安全保障能力，促进规模化示范应用和新型商业模式探索，大力推动智能网联汽,2024-01-17
2024-01-17 07:03:28,北向资金全天单边净卖出130.57亿元 单日净卖出额创2022年10月以来新高,【北向资金全天单边净卖出130.57亿元 单日净卖出额创2022年10月以来新高】财联社1月17日电，北向资金全天单边净卖出130.57亿元，单日净卖出额创2022年10月以来新高；其中，沪股通净卖出63.72亿元，深股通净卖出66.84亿元。,2024-01-17
2024-01-17 07:03:13,收评：沪指跌超2%创三年半新低 全市场超5000只个股下跌,【收评：沪指跌超2%创三年半新低 全市场超5000只个股下跌】财联社1月17日电，市场全天低开低走，三大指数均跌超2%，沪指创2020年6月以来新低，创业板指创2019年12月以来新低。盘面上，出口、高外销占比概念股逆势活跃，龙头股份、广博股份、金麒麟、奥佳华等涨停。多元金融概念股开盘走强，华金资本、九鼎投资、新力金融涨停。下跌方面，光伏等新能源股陷入调整，金圆股份跌停；零售等消费股震荡走低，茂业商业跌停。总体上个股跌多涨少，全市场超5000只个股下跌。沪深两市今日成交额6376亿，较上个交易日缩量472亿。板块方面，纺织等少数板块上涨，飞行汽车、BC电池、MR、一体化压铸等板块跌幅居前。截至,2024-01-17
2024-01-17 06:56:32,沪指跌逾2% 下跌个股超5000只,【沪指跌逾2%】财联社1月17日电，指数走弱，沪指下挫跌逾2.00%，深成指跌2.50%，创业板指跌2.93%，飞行汽车、AIPC、锂矿等板块指数跌幅居前，多元金融、有机硅、纺服行业等板块指数涨幅居前。,2024-01-17
2024-01-17 06:42:43,,财联社1月17日电，富时中国A50指数期货跌幅扩大至近2%，触及2019年1月以来新低。,2024-01-17
2024-01-17 06:40:32,,集运欧线主力合约日内跌幅扩大至7%。,2024-01-17
2024-01-17 06:10:10,香港恒生科技指数跌幅扩大至5% 创2022年11月以来新低,香港恒生科技指数跌幅扩大至5%。,2024-01-17
2024-01-17 06:09:17,创业板指跌逾2% 下跌个股近4800只,【创业板指跌逾2%】财联社1月17日电，指数走弱，创业板指下挫跌逾2.01%，沪指跌1.19%，深成指跌1.66%，飞行汽车、POE胶膜、AIPC等板块指数跌幅居前，多元金融、纺服行业、有机硅等板块指数涨幅居前。,2024-01-17
2024-01-17 05:45:08,QDII额度扩容？业内人士：总额度固定 基金公司正分配更多QDII额度给日经ETF,【QDII额度扩容？业内人士：总额度固定 基金公司正分配更多QDII额度给日经ETF】财联社1月17日电，在日经225指数盘中再度站上36000点之际，相关产品的QDII额度增加了？记者1月17日从业内人士处获悉，“基金公司目前总的QDII额度是固定的，外管局没有新批，我们尽量从其他产品上匀了一些。这也说明基金公司正在分配更多QDII额度给日经ETF，以遏制交易价格进一步大幅偏离基金净值，降低溢价率水平。”与此同时，记者从最近三天5只跟踪日本股市的ETF基金份额变化来看，其中3只ETF的基金份额出现持续扩大的情况。,2024-01-17
2024-01-17 05:34:26,三大指数均跌逾1% 下跌个股近4700只,【沪指跌逾1%】财联社1月17日电，指数走弱，沪指下挫跌逾1.00%，深成指跌1.43%，创业板指跌1.71%，飞行汽车、AIPC、POE胶膜等板块指数跌幅居前，多元金融、纺服行业、有机硅等板块指数涨幅居前。,2024-01-17
