时间,标题,简讯,date
2024-07-30 17:31:32,北向资金今日净卖出24.45亿元 贵州茅台遭净卖出4.22亿元,【北向资金今日净卖出24.45亿元 贵州茅台遭净卖出4.22亿元】财联社7月30日电，北向资金今日净卖出24.45亿元。贵州茅台、万华化学、福耀玻璃分别遭净卖出4.22亿元、3.86亿元、1.97亿元。药明康德净买入额居首，金额为5.74亿元。,2024-07-30
2024-07-30 17:25:16,2连板北巴传媒：全资子公司天交公司经营范围包括汽车拆解业务 其营收占公司营收比例较小,【2连板北巴传媒：全资子公司天交公司经营范围包括汽车拆解业务 其营收占公司营收比例较小】财联社7月30日电，北巴传媒发布股票交易异常波动公告称，公司关注到近期汽车拆解概念受市场关注度较高。公司之全资子公司北京天交报废汽车回收处理有限责任公司（简称“天交公司”）的经营范围包括汽车拆解业务。天交公司2023年度营业收入4152.1万元，占公司合并口径营业收入的0.86%，其营业收入占比较小。目前天交公司生产经营正常，短期内对公司经营活动不会产生重大影响。,2024-07-30
2024-07-30 17:11:33,15天9板大众交通：智能网联汽车模式尚处于实验阶段 对公司基本不产生收入,【15天9板大众交通：智能网联汽车模式尚处于实验阶段 对公司基本不产生收入】财联社7月30日电，大众交通发布异动公告，公司股票在7月29日、7月30日连续两个交易日内收盘价格涨幅偏离值累计达到20%以上，属于股票交易异常波动。公司市盈率和市净率偏离行业平均水平。根据中证指数有限公司发布的证监会行业分类结果显示：截至7月30日，公司所处“G54 道路运输业”行业的市盈率为13.76，最新的市净率为1.19；公司的市盈率为67.61，市净率为2.31。公司当前的市盈率、市净率均高于同行业的平均水平。公司关注到近期智能网联汽车受市场关注度较高，该模式目前尚处于实验阶段，对公司基本不产生收入。,2024-07-30
2024-07-30 17:01:10,2连板南京公用：不存在应修正2024年半年度业绩预告情况,【2连板南京公用：不存在应修正2024年半年度业绩预告情况】财联社7月30日电，南京公用发布异动公告，公司股票于7月29日、7月30日连续两个交易日内日收盘价格涨幅偏离值累计达21.58%，属于股票交易异常波动的情形。公司生产经营活动正常，公司经营情况及内外部经营环境未发生重大变化。公司于7月10日披露了《2024 年半年度业绩预告》，预计公司2024年半年度实现归属于上市公司股东的净利润区间为亏损2000万元至亏损1400万元。截至本公告披露日，公司不存在应修正2024年半年度业绩预告情况。,2024-07-30
2024-07-30 16:59:38,4连板大众公用：不存在影响公司股票交易价格异常波动的重大事项,【4连板大众公用：不存在影响公司股票交易价格异常波动的重大事项】财联社7月30日电，大众公用发布股票交易异常波动公告，公司股票在2024年7月29日、7月30日连续两个交易日内收盘价格涨幅偏离值累计达到20%以上，属于股票交易异常波动。经公司自查，公司目前生产经营活动正常，公司已披露的经营情况、内外部环境未发生重大变化。不存在影响公司股票交易价格异常波动的重大事项。,2024-07-30
2024-07-30 16:44:14,科技部部长阴和俊：建立培育壮大科技领军企业机制 大力培养龙头型和高速成长型科技领军企业,"【科技部部长阴和俊：建立培育壮大科技领军企业机制 大力培养龙头型和高速成长型科技领军企业】财联社7月30日电，实现高质量发展要靠科技创新培育新动能。下一步，如何通过改革实现科技创新与产业创新的深度融合？科技部部长阴和俊接受采访时表示，推动高质量发展、培育壮大新质生产力，必须扎实推动科技创新和产业创新融合发展。科技部将重点做好支持企业科技创新、科技成果转化、创新生态建设三方面工作：

一是从制度上落实企业科技创新主体地位。建立培育壮大科技领军企业机制，大力培养龙头型和高速成长型科技领军企业，探索建立企业项目上升为国家项目的新机制，支持企业与高校、科研院所共同组建创新联合体，促进产业链上下游融通创",2024-07-30
2024-07-30 16:38:03,,财联社7月30日电，上海钢联发布数据显示，今日电池级碳酸锂价格较上次下跌2500元，均价报8.05万元/吨。,2024-07-30
2024-07-30 16:22:41,15天8板交运股份：巴士拆车业务营收占比较小 短期内对公司经营活动不会产生重大影响,"【15天8板交运股份：巴士拆车业务营收占比较小 短期内对公司经营活动不会产生重大影响】财联社7月30日电，交运股份发布股票交易异常波动公告，公司关注到近期汽车拆解概念受市场关注度较高。公司下属上海市汽车修理有限公司的子公司上海交运巴士拆车有限公司的经营范围为：许可项目：报废电动汽车回收拆解；报废机动车回收；报废机动车拆解。巴士拆车2023年营业收入（合并）5,453.31万元，占公司营业收入的1.05%，其业务营收占比较小。目前巴士拆车经营正常，短期内对公司经营活动不会产生重大影响。",2024-07-30
2024-07-30 16:07:18,央行等四部门及天津市政府：鼓励符合条件的科技型企业在境内外上市融资,【央行等四部门及天津市政府：鼓励符合条件的科技型企业在境内外上市融资】财联社7月30日电，央行等四部门及天津市政府联合发布《关于金融支持天津高质量发展的意见》。支持天津参与实施“科技产业金融一体化”专项，引导社会资本投早、投小、投硬科技。支持符合条件的外资股权投资基金、创业投资基金落户，吸引投资周期长、资金体量大的长期资本、耐心资本落户天津。鼓励符合条件的科技型企业在境内外上市融资。探索完善科技型企业债券融资增信机制。全面落实区域性股权市场制度和业务创新试点，支持区域性股权市场运营机构与全国股转公司建立合作机制。鼓励保险机构依法合规投资科创类投资基金或直接投资于科技型企业。,2024-07-30
2024-07-30 16:00:07,周二投资舆情热点,"【周二投资舆情热点】
1）智能驾驶、网约车：北京市高级别自动驾驶示范区3.0扩区建设项目路侧智能感知设备中标候选人公示，北京车网科技为招标人，百度网讯、世纪高通、中信科智联等入围。
2）地理信息：自然资源部发布关于加强智能网联汽车有关测绘地理信息安全管理的通知，鼓励地理信息安全应用探索。
3）地产链：政治局会议指出，积极支持收购存量商品房用作保障性住房，进一步做好保交房工作，加快构建房地产发展新模式。
4）海南：国家移民管理局今天发布公告，自2024年7月30日起，实施港澳地区外国旅游团入境海南144小时免签政策。
5）液冷：TrendForce最新AI Server报告，由于英伟达将在202",2024-07-30
2024-07-30 15:53:48,双塔食品：美国对中国豌豆蛋白反倾销、反补贴调查做出最终裁决,【双塔食品：美国对中国豌豆蛋白反倾销、反补贴调查做出最终裁决】财联社7月30日电，双塔食品公告，2024年6月，美国对中国豌豆蛋白反倾销、反补贴调查做出最终裁决。其中：（1）公司及子公司招远君邦商贸有限公司获得的倾销税率为269.77%，其他企业获得反倾销税率分别为111.65%、269.77%；（2）公司及子公司招远君邦商贸有限公司获得的补贴税率为15.15%，其他企业获得的补贴税率为15.84%—355.89%。公司于近日获悉美国国际贸易委员会对上述涉案产品做出反倾销和反补贴产业损害投票认定结果：认为存在实质性损害。公司将加大新产品研发力度，也将持续开拓美国以外的市场，并密切关注主要出口国,2024-07-30
2024-07-30 15:52:08,,就当前经济形势和下半年经济工作，中共中央召开党外人士座谈会，习近平主持并发表重要讲话。李强通报有关情况，王沪宁、蔡奇、丁薛祥出席。,2024-07-30
2024-07-30 15:51:13,国家发改委主任郑栅洁：体系化推进北斗广泛应用 积极培育瞪羚企业和独角兽企业,"【国家发改委主任郑栅洁：体系化推进北斗广泛应用 积极培育瞪羚企业和独角兽企业】财联社7月30日电，下一步，如何完善推动高质量发展激励约束机制，塑造发展新动能新优势？对此，国家发展改革委党组书记、主任郑栅洁在接受采访时表示，重点要做到“一聚焦三加快”。

聚焦科技创新，打好关键核心技术攻坚战，加强国家战略科技力量建设，推动科技创新和产业创新深度融合。

加快改造提升传统产业。传统产业在制造业中占比超过80%，在加快构建现代化产业体系的进程中，要通过实施制造业重大技术改造升级和大规模设备更新工程、智能制造工程等，激发“老产业”的“新动能”。

加快培育壮大新兴产业。实施国家战略性新兴产业集群发展工",2024-07-30
