时间,标题,简讯,date
2024-10-14 17:28:57,川投能源：拟与国投电力向雅砻江公司增资150亿元,【川投能源：拟与国投电力向雅砻江公司增资150亿元】财联社10月14日电，川投能源公告，公司与国投电力拟签署《关于向雅砻江流域水电开发有限公司增资事宜之协议》，协议约定共计向雅砻江流域水电开发有限公司增资150亿元人民币，由国投电力和川投能源按照各自的持股比例（52%：48%）出资，即国投电力出资78亿元人民币，川投能源出资72亿元人民币，出资方式均为货币出资。本次向雅砻江公司增资事项是基于雅砻江水电业务发展的需要，有利于提升公司的竞争力和影响力，有利于增强公司的综合实力，符合公司及全体股东的利益。,2024-10-14
2024-10-14 17:26:06,大北农：前三季度预盈1.2亿元-1.6亿元 同比扭亏,【大北农：前三季度预盈1.2亿元-1.6亿元 同比扭亏】财联社10月14日电，大北农发布2024年前三季度业绩预告，预计实现归属于上市公司股东的净利润1.2亿元-1.6亿元，上年同期亏损9.08亿元。业绩变动主要系生猪价格同比上涨，公司生猪养殖成本下降，同时运营效率提升，期间费用下降。,2024-10-14
2024-10-14 17:11:00,众信旅游：前三季度净利润预计同比增长714%至855%,【众信旅游：前三季度净利润预计同比增长714%至855%】财联社10月14日电，众信旅游公告，公司预计2024年前三季度实现归属于上市公司股东的净利润为1.15亿元至1.35亿元，比上年同期增长713.72%至855.23%。报告期内，随着传统旅游旺季的到来，暑期旅游市场规模强劲复苏，公司凭借深耕多年的行业经验，精准把控市场动态，积极应对市场新变化，通过优化产品结构、拓宽目的地资源、推进产品与渠道创新、提升运营质量与效率等措施不断提高市场竞争力和盈利能力。,2024-10-14
2024-10-14 17:02:19,中国前三季度人民币贷款增加16万亿元 其中住户贷款增加1.94万亿元,中国1-9月新增人民币贷款16.02万亿元，预估为16.37万亿元，前值为14.4261万亿元。,2024-10-14
2024-10-14 17:01:52,中国9月货币供应量M2同比增长6.8% 高于预期和前值,中国9月货币供应量M2同比增长6.8%，预估为6.4%，前值为6.3%。,2024-10-14
2024-10-14 17:01:08,央行：1-9月社会融资规模增量为25.66万亿元 比上年同期少3.68万亿元,中国1-9月社会融资规模增量为25.66万亿元，预估为25.475万亿元，前值为21.8996万亿元。,2024-10-14
2024-10-14 16:59:42,浪潮信息：前三季度净利润预计同比增长61.34%-74.24%,【浪潮信息：前三季度净利润预计增长61.34%-74.24%】财联社10月14日电，浪潮信息公告，公司预计2024年前三季度归属于上市公司股东的净利润为12.5亿元-13.5亿元，比上年同期增长61.34%-74.24%；扣除非经常性损益后的净利润为11.16亿元-12.16亿元，比上年同期增长167.22%-191.17%。基本每股收益为0.8491元/股-0.9170元/股。公司预计2024年第三季度归属于上市公司股东的净利润为6.5亿元-7.5亿元，比上年同期增长40.85%-62.52%。业绩增长主要得益于公司积极把握行业发展机遇，完善产品线布局，提升客户满意度，实现业务快速增长。,2024-10-14
2024-10-14 16:57:18,13天9板卓朗科技：中国证监会的调查尚在进行中,【13天9板卓朗科技：中国证监会的调查尚在进行中】财联社10月14日电，卓朗科技发布风险提示公告，目前，公司各项生产经营活动正常有序开展，但中国证监会的调查尚在进行中，公司尚未收到就立案调查事项的结论性意见或决定。若后续经中国证监会行政处罚认定的事实触及重大违法强制退市情形，公司股票将被实施重大违法强制退市。,2024-10-14
2024-10-14 16:38:28,10月14日涨停分析,【10月14日涨停分析】今日共111股涨停，连板股总数10只，19股封板未遂，封板率为85%（不含ST股、退市股）。焦点股方面，华为产业链强者恒强，常山北明18天10板、卓朗科技13天9板、润和软件20CM7天5板，跨境支付概念股中油资本9天5板、科蓝软件20CM6天4板，大金融板块中粮资本超预期T字涨停录得10天9板。,2024-10-14
2024-10-14 16:21:56,北交所做出引导说明 关于拟IPO企业论证创新特征,【北交所做出引导说明 关于拟IPO企业论证创新特征】财联社10月14日电，为进一步明确北京证券交易所市场定位把握标准，引导和规范上市申报行为，北交所近期在业内就如何开展拟上市企业创新特征信息披露及论证做出引导，要求保荐机构进行充分审慎核查并发表明确意见。具体来看，申报在北交所发行上市的，发行人报告期内应当具备基本的创新投入或产出，原则上应当满足以下基本要求之一：通过持续开展研发投入，维持创新能力和竞争优势；通过独立或合作研发形成知识产权成果并应用于公司主营业务；积极参与标准研究制定并形成一定成果，通常参与制定过2项以上国际标准、国家标准或行业标准。保荐机构在推荐企业申报北交所发行上市时，应当充,2024-10-14
2024-10-14 16:20:05,翰宇药业：利拉鲁肽注射液获受理,【翰宇药业：利拉鲁肽注射液获受理】财联社10月14日电，翰宇药业公告，公司于2024年10月12日收到国家药品监督管理局签发的利拉鲁肽注射液《受理通知书》。本品用于成人2型糖尿病患者控制血糖，适用于单用二甲双胍或 磺脲类药物最大可耐受剂量治疗后血糖仍控制不佳的患者，与二甲双胍或磺脲类药物联合应用。,2024-10-14
2024-10-14 16:17:55,小商品城：第三季度净利润同比增长176.73%,【小商品城：第三季度净利润同比增长176.73%】财联社10月14日电，小商品城发布2024年第三季度报告，公司前三季度实现营业收入106.13亿元，同比增长34.25%；归属于上市公司股东的净利润23.29亿元，同比增长0.53%。第三季度实现营业收入38.47亿元，同比增长40.17%；归属于上市公司股东的净利润8.81亿元，同比增长176.73%。,2024-10-14
2024-10-14 16:14:52,,财联社10月14日电，中国9月贸易顺差为5826.2亿元，前值6493.4亿元。,2024-10-14
