时间,标题,简讯,date
2024-02-01 09:31:20,北向资金今日净买入27.26亿元 科大讯飞获净买入3.15亿元,北向资金今日净买入27.26亿元。科大讯飞、中国石油、天孚通信分别获净买入3.15亿元、2.9亿元、2.6亿元。明阳智能净卖出额居首，金额为2.62亿元。,2024-02-01
2024-02-01 09:10:40,中国电建：子公司拟约180亿元投建38个光伏投资项目,【中国电建：子公司拟以180.27亿元投建38个光伏投资项目】财联社2月1日电，中国电建公告，董事会同意由公司下属子公司中电建新能源集团股份有限公司投资建设山西省太原市杏花岭区395MWp光伏项目（一期200MW）等38个光伏投资项目，项目总投资合计约人民币180.27亿元。,2024-02-01
2024-02-01 08:57:41,传有债权人申请碧桂园清盘 接近碧桂园人士：该传闻不属实,【传有债权人申请碧桂园清盘 接近碧桂园人士：该传闻不属实】财联社2月1日电，有市场消息传言，碧桂园债权人将申请清盘，有香港银行将接管碧桂园在港抵押资产。对此，接近碧桂园人士告诉记者，该传闻不属实。,2024-02-01
2024-02-01 08:15:10,今日起南京可申请公积金贷款购买法拍房,【今日起南京可申请公积金贷款购买法拍房】财联社2月1日电，南京市住房公积金管理中心官网发布《南京市住房公积金贷款购买法拍房实施细则》，从2月1日开始，买法拍房也能用公积金贷款了。《细则》明确，“公积金法拍贷”业务适用于南京市各级人民法院对南京市行政区域内住房(须符合《南京市住房公积金贷款实施细则》对贷款住房的相关规定)组织网络司法拍卖的活动。符合住房公积金贷款条件的法拍房买受人，可在人民法院支持以贷款方式购买法拍房且未付清购房全款前，申请办理住房公积金贷款。,2024-02-01
2024-02-01 08:09:41,香港恒生指数收涨0.52% 恒生科技指数涨2%,香港恒生指数收涨0.52%，恒生科技指数涨2%。恒大物业涨超16%，东方甄选、李宁涨超6%，哔哩哔哩涨超5%，理想汽车、药明生物涨超3%；中信证券跌超2%。,2024-02-01
2024-02-01 07:39:56,赛力斯：赛力斯汽车1月销量同比增长590.8%,【赛力斯：赛力斯汽车1月销量同比增长590.8%】财联社2月1日电，赛力斯公告，赛力斯汽车1月销量31017辆，同比增长590.8%。,2024-02-01
2024-02-01 07:38:53,美将一些中国芯片公司列入“中国军方企业名单” 外交部：坚决反对,【美将一些中国芯片公司列入“中国军方企业名单” 外交部：无理打压】财联社2月1日电，在2月1日中国外交部例行记者会上，有记者提问称，美国国防部最近将一些中国的芯片、人工智能公司列入“中国军方企业名单”之中，包括长江存储等，华为此前也被加入名单之中。中方对此有何评论？对此，发言人汪文斌表示，我们坚决反对美方泛化国家安全概念，划设各类名目的歧视性清单，无理打压中国企业，破坏中美正常经贸合作。美方做法违背其一贯标榜的市场竞争原则和国际经贸规则，打击外国企业在美投资经营的信心，损害美国企业和投资者的利益，终将反噬自身。汪文斌说，事实上美国政府才是军民融合政策的主推手。美国的军民融合政策可以追溯到一战之,2024-02-01
2024-02-01 07:15:38,2月1日涨停分析,【2月1日涨停分析】今日共30股涨停，连板股总数6只，13股封板未遂，封板率为70%（不含ST股、退市股及未开板新股）。个股方面，中字头个股中视传媒10天9板、中材节能2板，并购重组的哈森股份13天8板，业绩超预期的中马传动3板、中基健康2板、乐通股份2板，光伏板块国晟科技5天3板、锦富技术创业板首板，算力+数据要素的直真科技2板，脑机接口概念股创新医疗3天2板、三博脑科创业板首板。今日沪深两市收涨个股1078只，收跌个股3947只。,2024-02-01
2024-02-01 07:03:18,收评：创业板指冲高回落涨1% 中字头、国资股持续调整,【收评：创业板指冲高回落涨1% 中字头、国资股持续调整】财联社2月1日电，市场全天冲高回落震荡分化，沪指延续调整，创业板指展开反弹。创业板指黄白分时线走势分化，权重股明显偏强。盘面上，光伏概念股开盘拉升，金刚光伏涨超10%，爱旭股份、欧晶科技等涨停。CPO概念股震荡拉升，天孚通信涨超10%，剑桥科技、铭普光磁涨停，算力、多模态等方向也跟随反弹，工业富联、科大讯飞涨超5%。半导体板块盘中活跃，存储芯片方向领涨，普冉股份、江波龙、寒武纪涨超5%。下跌方面，中字头、上海本地股持续调整，中成股份、上海雅士等多股跌停。总体上个股跌多涨少，全市场超4100只个股下跌，超60只个股跌停或跌超10%。沪深两市,2024-02-01
2024-02-01 06:54:51,财政部：2023年证券交易印花税1801亿元 同比下降34.7%,【财政部：2023年证券交易印花税1801亿元 同比下降34.7%】财联社2月1日电，财政部数据显示，2023年，印花税收入3784亿元，同比下降13.8%。其中，证券交易印花税1801亿元，同比下降34.7%。,2024-02-01
