时间,标题,简讯,date
2024-08-06 17:33:32,*ST大药：终止筹划控制权变更事项 股票复牌,【*ST大药：终止筹划控制权变更事项 股票复牌】财联社8月6日电，*ST大药公告，公司8月6日收到控股股东及实际控制人杨君祥的通知，停牌期间，控股股东及实际控制人杨君祥与交易对方未就本次交易达成一致意见。经审慎研究，控股股东及实际控制人杨君祥决定终止筹划本次协议转让公司股份相关事宜。公司股票将于2024年8月7日（星期三）开市起复牌。,2024-08-06
2024-08-06 17:32:06,北向资金今日净卖出62.51亿元 中际旭创遭净卖出5.24亿元,【北向资金今日净卖出62.51亿元 中际旭创遭净卖出5.24亿元】财联社8月6日电，北向资金今日净卖出62.51亿元。中际旭创、宁德时代、美的集团分别遭净卖出5.24亿元、4.95亿元、4.73亿元。紫金矿业获净买入额居首，金额为1.48亿元。,2024-08-06
2024-08-06 17:16:32,5天3板岩石股份：2024年上半年公司资金紧张情况未能得到有效改善,【5天3板岩石股份：2024年上半年公司资金紧张情况未能得到有效改善】财联社8月6日电，岩石股份发布股票交易异常波动公告，经公司自查，控股股东及实控人不存在应披露而未披露的重大信息。从2023年年末开始，由于资金压力，公司未能及时兑付经销商返利返货、费投、市场活动费用，经销商关系受挫；同时2024年上半年公司资金紧张情况未能得到有效改善，品牌投放和市场活动等广告宣传大幅减少，对招商引商带来较大影响；叠加上半年公司受媒体负面报道、监管问询等影响，经销商对公司未来发展信心不足，对于补货、备货持更加审慎观望态度，导致公司营业收入与去年同期相比大幅减少。虽然目前公司集中优势资源，聚焦“核心品牌、核心品,2024-08-06
2024-08-06 17:13:21,新东方：回购计划授权回购的股票总价值从4亿美元增加到7亿美元,【新东方董事会批准扩大股票回购计划】财联社8月6日电，新东方公告，公司董事会已批准对股票回购计划进行调整，根据该调整，公司根据股票回购计划授权回购的股票总价值从4亿美元增加到7亿美元。扩大后的股票回购计划有效期至2025年5月31日。,2024-08-06
2024-08-06 16:40:55,我国成功发射千帆极轨01组卫星,【我国成功发射千帆极轨01组卫星】财联社8月6日电，我国在太原卫星发射中心使用长征六号改运载火箭，成功将千帆极轨01组卫星发射升空，卫星顺利进入预定轨道，发射任务获得圆满成功。,2024-08-06
2024-08-06 16:15:58,福耀玻璃：上半年净利润同比增长23%,【福耀玻璃：上半年净利润同比增长23%】财联社8月6日电，福耀玻璃发布半年报，2024年上半年公司实现营业收入183.4亿元，同比增长22.01%；实现归属于上市公司股东的净利润34.99亿元，同比增长23.35%；基本每股收益1.34元。,2024-08-06
2024-08-06 15:26:56,工信部：进一步试点扩大增值电信业务开放 有序推进卫星互联网业务准入制度改革,【工信部：进一步试点扩大增值电信业务开放 有序推进卫星互联网业务准入制度改革】财联社8月6日电，工业和信息化部发布关于创新信息通信行业管理 优化营商环境的意见，加快修订《电信业务分类目录》，推动业务分类及界定更好满足新技术新业务发展需要，支持企业创新发展。统筹开展新型电信业务商用试点，在确保安全底线的前提下支持相关地区和企业有序开展业务创新。加快制定新技术新业务创新发展配套支持政策，鼓励企业进一步深化在5G、人工智能、量子信息等新兴领域的技术创新和产业应用。推动形成高水平对外开放新局面，进一步试点扩大增值电信业务开放。深入推进电信业务向民间资本开放，加大对民营企业参与移动通信转售等业务和服务创,2024-08-06
2024-08-06 15:25:38,鸿蒙智行享界S9发布,【鸿蒙智行享界S9发布】《科创板日报》6日讯，华为与北汽合作的智慧旗舰轿车享界S9今日发布。,2024-08-06
2024-08-06 15:18:56,8月6日涨停分析,【8月6日涨停分析】今日共59股涨停，连板股总数14只，14股封板未遂，封板率为81%（不含ST股、退市股及未开板新股）。焦点股方面，高位人气股大面积退潮，腾达科技、大众交通、锦龙股份等跌停。大消费板块持续走强，拟入主汇源果汁的国中水务12天8板，中公教育6天5板。,2024-08-06
2024-08-06 15:17:35,广州花都区买新房可享“准户口”？当地住建局：确有该政策,【广州花都区买新房可享“准户口”？当地住建局：确有该政策】财联社8月6日电，今日有消息称，非广州户籍在花都区内购买新建商品住房，可以领取花都人才绿卡。蓝鲸新闻致电广州市花都区住房和城乡建设局获悉，确有该政策，近期将在“花都发布”公众号发布。持有花都人才绿卡，可在子女教学、机动车摇号、购房、安居保障等方面，与持有花都户口同权。,2024-08-06
