时间,标题,简讯,date
2024-02-29 09:30:58,北向资金今日大幅净买入166.03亿元 宁德时代获净买入5.75亿元,北向资金今日大幅净买入166.03亿元。宁德时代、北方华创、药明康德分别获净买入5.75亿元、4.26亿元、4.14亿元。中兴通讯净卖出额居首，金额为3.08亿元。,2024-02-29
2024-02-29 09:09:47,央行：通过柜台渠道投资债券市场可以将储蓄高效转化为债券投资 增加居民财产性收入,央行：目前，我国居民直接持有的政府债券规模较小，与成熟债券市场相比，还有很大提升空间。通过柜台渠道投资债券市场，可以将储蓄高效转化为债券投资，增加居民财产性收入。,2024-02-29
2024-02-29 08:33:46,隆基绿能：拟以3亿元-6亿元回购公司股份,【隆基绿能：拟以3亿元-6亿元回购公司股份】财联社2月29日电，隆基绿能公告，拟以3亿元-6亿元回购股份，回购价格不超过人民币31.54元/股，本次回购股份拟用于员工持股计划或股权激励。,2024-02-29
2024-02-29 08:27:28,小米回应网传“一季度产量2000辆 产值4亿元”：不实信息,【小米回应网传“一季度产量2000辆 产值4亿元”：不实信息】财联社2月29日电，有网传文件信息显示，小米汽车将于今年3月实现首车上市，4月交付，一季度整车产量约2000辆，产值4亿元。对此，小米公关部负责人告诉记者，该信息不实，据了解没有相关调研计划，一季度产量数据也不实。,2024-02-29
2024-02-29 08:12:36,2月29日涨停分析,【2月29日涨停分析】今日共106股涨停，连板股总数15只，24股封板未遂，封板率为81%（不含ST股、退市股及未开板新股）。个股方面，氢能板块汉马科技10天8板、四川金顶3板、新动力创业板2板，AI概念股信雅达9天7板、东易日盛2板，算力板块高新发展10天7板、紫光股份3天2板，机器人概念股东方精工5板、爱仕达6天5板、天永智能4板，光模块板块汇源通信6天4板。今日沪深两市收涨个股4989只，收跌个股95只。,2024-02-29
2024-02-29 07:54:15,中共中央政治局：今年要大力推进现代化产业体系建设 加快发展新质生产力,【中共中央政治局：今年要大力推进现代化产业体系建设 加快发展新质生产力 】中共中央政治局2月29日召开会议，会议指出，今年工作要坚持稳中求进、以进促稳、先立后破。积极的财政政策要适度加力、提质增效，稳健的货币政策要灵活适度、精准有效，增强宏观政策取向一致性，营造稳定透明可预期的政策环境。要大力推进现代化产业体系建设，加快发展新质生产力。要深入实施科教兴国战略，着力扩大国内需求，坚定不移深化改革，扩大高水平对外开放，有效防范化解重点领域风险。要坚持不懈抓好“三农”工作，扎实推进乡村全面振兴，推动城乡融合和区域协调发展。要加强生态文明建设，推进绿色低碳发展。要切实保障和改善民生，加强和创新社会治理,2024-02-29
2024-02-29 07:40:28,中共中央政治局召开会议 讨论政府工作报告 中共中央总书记习近平主持会议,中共中央政治局2月29日召开会议，讨论国务院拟提请第十四届全国人民代表大会第二次会议审议的《政府工作报告》稿。中共中央总书记习近平主持会议。,2024-02-29
2024-02-29 07:16:16,国债期货收盘全线上涨 30年期主力合约涨0.57%,【国债期货收盘全线上涨 30年期主力合约涨0.57%】财联社2月29日电，国债期货收盘全线上涨，30年期主力合约涨0.57%，续创新高，10年期主力合约涨0.12%，5年期主力合约涨0.04%，2年期主力合约涨0.01%。,2024-02-29
2024-02-29 07:07:26,韩国考虑于6月恢复股票空头交易,财联社2月29日电，据韩媒eDaily，韩国考虑于6月恢复股票空头交易。,2024-02-29
2024-02-29 07:03:25,北向资金全天单边净买入166亿元 单日净买入额创7个月新高,北向资金全天单边净买入166.03亿元，单日净买入额创7个月新高；2月累计加仓超600亿元，创近13个月新高。,2024-02-29
2024-02-29 07:03:19,收评：沪指涨1.94%终结月线6连阴 氢能源板块逾30股涨停,【收评：沪指涨1.94%终结月线6连阴 氢能源板块逾30股涨停】财联社2月29日电，市场全天低开高走，创业板指领涨，沪指收复3000点。三大指数月线均收涨，终结此前月线6连阴。盘面上，氢能源板块午后爆发，亿华通、厚普股份、雄韬股份、全柴动力等超30股涨停。芯片股展开反弹，光刻机方向领涨，蓝英装备、新莱应材、张江高科、华亚智能等涨停。算力、CPO概念股表现活跃，高新发展涨停再创历史新高，中贝通信、光迅科技、汇源通信涨停。机器人、工业母机概念股午后反弹，东方精工、鸣志电器、爱仕达涨停。卫星导航概念股震荡走强，光弘科技、烽火电子、四川九洲等涨停。总体上个股涨多跌少，全市场超5200只个股上涨，逾百股,2024-02-29
2024-02-29 07:00:57,国内商品期货收盘 碳酸锂涨超9%,【国内商品期货收盘 碳酸锂涨超9%】财联社2月29日电，国内商品期货收盘，涨多跌少。碳酸锂涨超9%，红枣、沪镍等涨超1%，菜籽油、豆二等小幅上涨；尿素跌超2%，甲醇、棉纱等跌超1%，烧碱、豆一等小幅下跌。,2024-02-29
2024-02-29 06:53:17,,沪深两市成交额连续第二个交易日突破1万亿元。,2024-02-29
2024-02-29 06:53:12,创业板指、深成指双双涨逾3% 上涨个股近5200只,【深成指涨逾3%】财联社2月29日电，指数走强，深成指拉升涨逾3.00%，沪指涨1.73%，创业板指涨3.26%，光刻机、光刻胶、SRAM概念等板块指数涨幅居前，国美系、银行、机场等板块指数跌幅居前。,2024-02-29
2024-02-29 06:30:21,北向资金净流入超180亿元,【北向资金净流入超180亿元】财联社2月29日电，截至发稿，北向资金净流入超180亿元，其中，沪股通净流入超89亿元，深股通净流入超90亿元。,2024-02-29
2024-02-29 05:57:54,碳酸锂期货主力合约日内涨幅扩大至8%,财联社2月29日电，碳酸锂期货主力合约日内涨幅扩大至8%。,2024-02-29
2024-02-29 05:02:47,氢能板块午后持续拉升 近30股涨超9%,【氢能板块继续走强 近30股涨超9%】财联社2月29日电，氢能源概念股午后开盘继续走强，新动力、亿华通、京城股份、康普顿等十余股涨停，涨超9%个股近30只。消息面上，财联社记者今日从可靠渠道获悉，山东省交通运输厅、山东省发改委、山东省科技厅三部门近日发布《关于对氢能车暂免收取高速公路通行费的通知》，自2024年3月1日起，对本省高速公路安装ETC套装设备的氢能车辆免收高速公路通行费，试行2年，到期后再根据执行情况适时调整。,2024-02-29
2024-02-29 04:29:31,美国证券交易委员会正在调查OpenAI投资者是否被误导,【美国证券交易委员会正在调查OpenAI投资者是否被误导】财联社2月29日电，据熟悉该调查的人士消息，美国证券交易委员会(SEC)正在调查 OpenAI投资者是否被误导。报道指出，该监管机构正在研究首席执行官Sam Altman的内部沟通，这与他11月被解职有关。知情人士称，SEC在12月向该公司发出传票，要求OpenAI高层保存内部文件。OpenAI董事会在宣布解雇Altman时表示，Altman并非总是坦诚相待，但没有进一步的澄清。后来Altman重新担任首席执行官，OpenAI董事会也展开重组。,2024-02-29
2024-02-29 03:57:09,2月29日午间涨停分析,【2月29日午间涨停分析】财联社2月29日电，今日午盘两市共48股涨停，连板股总数11只，30股封板未遂，封板率为61%（不含ST股、退市股及未开板新股）。个股方面，机器人板块东方精工5板，CPO概念股汇源通信6天4板，氢能板块四川金顶3板、康普顿2板、洪涛股份2板。,2024-02-29
2024-02-29 03:31:56,午评：创业板指冲高回落涨1.79% 北向资金半日净买入超120亿,【午评：创业板指冲高回落涨1.79% 北向资金半日净买入超120亿】财联社2月29日电，市场早盘震荡反弹，创业板指领涨。盘面上，芯片股展开反弹，光刻机方向领涨，蓝英装备、新莱应材、张江高科、华亚智能等涨停。氢能源概念股集体走强，国林科技、全柴动力、京城股份、康普顿等涨停。算力、CPO概念股一度冲高，汇源通信涨停，高新发展盘中再创历史新高。卫星导航概念股表现活跃，烽火电子、四川九洲、天箭科技涨停。下跌方面，高位股继续退潮，国脉文化跌停，华扬联众、克劳斯接近跌停。总体上个股涨多跌少，全市场超4200只个股上涨。沪深两市半日成交额6682亿，较上个交易日缩量2206亿。板块方面，光刻机、存储芯片、液,2024-02-29
2024-02-29 03:30:45,山东省3月起免征氢能车辆高速公路通行费,【山东省3月起免征氢能车辆高速公路通行费】财联社记者今日从可靠渠道获悉，山东省交通运输厅、山东省发改委、山东省科技厅三部门近日发布《关于对氢能车暂免收取高速公路通行费的通知》，自2024年3月1日起，对本省高速公路安装ETC套装设备的氢能车辆免收高速公路通行费，试行2年，到期后再根据执行情况适时调整。目前，相关部门正在积极落实该政策文件的执行细节。（财联社记者 崔晓丽 方彦博）,2024-02-29
2024-02-29 02:53:50,阿里云全线降价20%,【阿里云全线降价20%】财联社2月29日电，阿里云全线下调云产品官网售价，平均降价幅度超过20%，最高降幅达55%。这是阿里云史上最大力度的一次降价，涉及100多款产品、500多个产品规格，覆盖计算、存储、数据库等所有核心产品。,2024-02-29
2024-02-29 02:47:48,创业板指涨逾3% 上涨个股近5200只,【创业板指涨逾3%】财联社2月29日电，指数走强，创业板指拉升涨逾3.01%，沪指涨1.50%，深成指涨2.68%，光刻机、光刻胶、中芯国际概念等板块指数涨幅居前，银行、转基因、农业种植等板块指数跌幅居前。,2024-02-29
2024-02-29 02:43:13,北向资金净流入超150亿元,【北向资金净流入超150亿元】财联社2月29日电，截至目前，北向资金净流入超150亿元，其中沪股通净流入超68亿元，深股通净流入超81亿元。,2024-02-29
2024-02-29 02:33:58,碳酸锂期货主力合约日内涨幅扩大至6%,财联社2月29日电，碳酸锂期货主力合约日内涨幅扩大至6%。,2024-02-29
2024-02-29 02:09:50,三大指数均涨逾1% 上涨个股近5000只,【沪指涨逾1%】财联社2月29日电，指数走强，沪指拉升涨逾1.00%，深成指涨1.69%，创业板指涨1.63%，光刻机、光刻胶、超级计算机等板块指数涨幅居前，转基因、农业种植、人造肉等板块指数跌幅居前。,2024-02-29
2024-02-29 01:59:49,北向资金净流入超100亿元,"【北向资金净流入超100亿元】财联社2月29日电，截至目前，北向资金净流入超100亿元，其中沪股通净流入超40亿元，深股通净流入超60亿元。
",2024-02-29
2024-02-29 01:32:27,高位股继续退潮 克劳斯等多股一字跌停,【高位股继续退潮 克劳斯等多股一字跌停】财联社2月29日电，克劳斯、国脉文化、傲农生物、亚世光电、汉马科技等多股竞价跌停，蓝科高新、克来机电、康尼机电、深中华A逼近跌停。,2024-02-29
2024-02-29 01:27:34,三大指数集体低开,【三大指数集体低开】财联社2月29日电，沪指低开0.48%，深成指低开0.51%，创业板指低开0.51%，沥青、糖、有色·锑等板块指数涨幅居前，云游戏、减速器、消防等板块指数跌幅居前。,2024-02-29
2024-02-29 01:27:19,竞价看龙头：国脉文化一字跌停,【竞价看龙头：国脉文化一字跌停】财联社2月29日电，市场焦点股国脉文化（8板）竞价跌停，AI概念股华扬联众（8板）平开、亚联发展（7天4板）低开3.46%，机器人板块东方精工（4板）高开8.17%、标准股份（6天4板）高开2.38%、华研精机（创业板3板）低开16.94%，算力概念股博杰股份（4板）低开0.40%、安奈儿（2板）竞价涨停，光模块板块汇源通信（5天3板）高开7.18%，氢能板块四川金顶（2板）高开7.86%，减肥药概念股众生药业（2板）平开。,2024-02-29
2024-02-29 00:54:24,美国伊利诺伊州一法官作出裁决 特朗普在该州不具备今年总统选举党内初选资格,【美国伊利诺伊州一法官作出裁决 特朗普在该州不具备今年总统选举党内初选资格】当地时间2月28日，美国伊利诺伊州一名法官作出裁决，前总统特朗普因参与国会山骚乱事件而不具备担任公职的资格，他的名字也就不能出现在今年美国总统选举伊利诺伊州共和党初选选票上。裁决援引了美国宪法第十四修正案第三款，该条款被称为“叛乱者禁令”，禁止那些宣誓支持美国宪法后又参与叛乱的人担任公职。此裁决目前暂缓生效，以等待特朗普上诉。,2024-02-29
2024-02-29 00:15:31,财联社2月29日早间新闻精选,"【财联社2月29日早间新闻精选】
1、证监会新闻发言人昨日就私募基金DMA业务有关情况答记者问时表示，春节后开市以来DMA业务规模稳步下降，日均成交量占全市场成交比例约3%。下一步，证监会将对DMA等场外衍生品业务继续强化监管、完善制度，指导行业控制好业务规模和杠杆，严厉打击违法违规行为，维护市场平稳运行。
2、证监会27日召开资本市场法治建设座谈会。与会代表认为，办好资本市场，必须坚持市场化法治化改革方向，加快上市公司监管、证券公司监管、证券投资基金监管、债券监管等各领域立法修法。
3、近日，中国金融期货交易所对上海维万私募基金管理有限公司及其实控人，未按规定申报实际控制关系账户，违反交易所",2024-02-29
2024-02-29 00:02:58,小鹏汽车：与大众汽车集团签订战略技术合作联合开发协议及订立联合采购计划,财联社2月29日电，小鹏汽车在港交所公告，与大众汽车集团签订战略技术合作联合开发协议及订立联合采购计划。,2024-02-29
2024-02-28 23:44:13,投资日历：周四资本市场大事提醒,"【投资日历：周四资本市场大事提醒】
①今日暂无新股申购。
②国新办将于2月29日举行《上海东方枢纽国际商务合作区建设总体方案》新闻发布会。
③民航局定于2月29日举行新闻发布会，介绍《新时代新征程谱写交通强国民航新篇章行动纲要》、2023全国两会民航建议提案完成情况。
④2023年国民经济和社会发展统计公报将于2月29日公布。
⑤俄罗斯总统普京将于2月29日向俄罗斯联邦会议（议会）发表年度国情咨文。
⑥魅族21 Pro将于2月29日发布。
⑦明晟指数（MSCI）公司例行公布季度指数评审结果并调整指数标的，本次MSCI对其全球标准指数、全球小盘指数、全球微小盘指数等主要指数系列进行调整，将于2月",2024-02-29
2024-02-28 22:30:07,周四你需要知道的隔夜全球要闻,"【周四你需要知道的隔夜全球要闻】
1、美联储威廉姆斯表示，数据将决定美联储何时降息，2024年进行三次降息是美联储官员进行讨论的合理选项。
2、美国国会参议院共和党籍少数党领袖米奇·麦康奈尔将于11月辞去参议院共和党领袖一职。
3、比特币盘中突破64000美元，续刷2021年11月以来新高。
4、美国众议院和参议院本周将表决临时开支草案。
5、阿根廷三大航空工会当地时间2月28日0时起举行24小时全国大罢工，境内所有机场均受影响。
6、美国商务部28日公布的修正数据显示，2023年第四季度美国实际国内生产总值（GDP）按年率计算增长3.2%，较首次预估数据下修0.1个百分点。
7、美国总统拜登",2024-02-29
2024-02-28 22:23:21,,财联社2月29日电，美国司法部调查波音飞机门塞脱落事件。,2024-02-29
