时间,标题,简讯,date
2024-08-30 17:39:37,5部门：将老旧锂电池电动自行车换购成铅酸电池自行车的消费者 会适当加大补贴力度,【5部门：将老旧锂电池电动自行车换购成铅酸电池自行车的消费者 会适当加大补贴力度】财联社8月30日电，商务部等5部门发布了《推动电动自行车以旧换新实施方案》，组织合规电动自行车生产企业的合格产品参加消费品以旧换新活动。考虑到近年来铅酸蓄电池在电动自行车用电池中占比接近80%，且安全性较好、价格便宜，此次政策对于将老旧锂离子蓄电池电动自行车换购成铅酸蓄电池自行车的消费者，会适当加大补贴力度。如果消费者还是想换购锂离子蓄电池电动自行车，其电池需要符合《电动自行车用锂离子蓄电池安全技术规范》标准要求。由于国家标准将于今年11月1日正式实施，消费者在11月1日前可换购铅酸蓄电池电动自行车，11月1日后,2024-08-30
2024-08-30 17:30:38,中国船舶：上半年净利润同比增长155.31%,【中国船舶：上半年净利润同比增长155.31%】财联社8月30日电，中国船舶发布2024年半年度报告，公司上半年实现营业收入360.17亿元，同比增长17.99%；归属于上市公司股东的净利润达14.12亿元，同比增长155.31%。基本每股收益 0.316元。,2024-08-30
2024-08-30 17:28:28,财政部：坚决防止超财力出台政策、新上项目 严厉打击违反财经纪律的行为,【财政部：坚决防止超财力出台政策、新上项目 严厉打击违反财经纪律的行为】财联社8月30日电，财政部发布2024年上半年中国财政政策执行情况报告，扎实推进财政科学管理。加强源头管理，建立健全事前评估机制，将事前评估嵌入新增和到期延续重大政策、项目决策程序，坚决防止超财力出台政策、新上项目。压实财政管理责任，地方、部门和单位对本地区、本部门和本单位财经制度落实、预算编制执行、财务会计管理、国有资产管理等负责。加快建成覆盖财政重点支出领域和部门重点工作的项目支出标准体系，严格按照标准编制和执行预算。突出加强、聚焦、优化，扎实组织开展财会监督专项行动，严厉打击违反财经纪律的行为，持续提升财会监督效能。,2024-08-30
2024-08-30 17:27:51,五部门发布电动自行车以旧换新实施方案 明确补贴标准和方式,商务部等5部门联合出台《推动电动自行车以旧换新实施方案》，推动开展电动自行车以旧换新工作。,2024-08-30
2024-08-30 17:26:40,财政部：加力支持“两新”工作 进一步优化调整进口税收政策,【财政部：加力支持“两新”工作 进一步优化调整进口税收政策】财联社8月30日电，财政部发布2024年上半年中国财政政策执行情况报告，下一步，加力支持“两新”工作。统筹安排和用好超长期特别国债资金，通过增规模、降门槛、扩范围、简流程，优化设备更新支持方式；通过增强地方自主权、发挥地方创造力，支持地方提升消费品以旧换新能力。实施好汽车以旧换新补贴、新能源城市公交车及动力电池更新补贴等政策。二是更好发挥政府投资带动放大效应。发行并用好超长期特别国债，支持“两重”建设；加快地方政府专项债券发行使用，形成更多实物工作量；积极引导社会资本参与，着力提高投资综合效益。三是持续优化和落实好税费优惠政策。更好发,2024-08-30
2024-08-30 17:24:20,财政部：适度加力、提质增效实施好积极的财政政策 着力增强经济持续回升向好态势,【财政部：适度加力、提质增效实施好积极的财政政策 着力增强经济持续回升向好态势】财联社8月30日电，财政部发布2024年上半年中国财政政策执行情况报告，下一步，财政部将全面贯彻落实党的二十大和二十届二中、三中全会精神，坚持稳中求进工作总基调，完整、准确、全面贯彻新发展理念，加快构建新发展格局，因地制宜发展新质生产力，着力推动高质量发展，围绕推进中国式现代化进一步全面深化改革，适度加力、提质增效实施好积极的财政政策，着力增强经济持续回升向好态势，推动坚定不移完成全年经济社会发展目标任务。,2024-08-30
2024-08-30 17:23:36,财政部：保持科技投入力度 强化对基础研究、关键核心技术攻关、国家战略科技力量的支持,【财政部：保持科技投入力度 强化对基础研究、关键核心技术攻关、国家战略科技力量的支持】财联社8月30日电，财政部发布2024年上半年中国财政政策执行情况报告，下一步，集中财力保障重点支出。 保持科技投入力度，强化对基础研究、关键核心技术攻关、国家战略科技力量的支持。大力支持企业专精特新发展，推动制造业数字化转型。加强高标准农田、乡村产业、和美乡村等建设，扎实推进乡村全面振兴。深入实施区域协调发展战略、区域重大战略，积极推进新型城镇化。支持打好蓝天、碧水、净土保卫战，持续改善生态环境质量。强化财政对稳就业的支持，加大技能人才培养力度，落实好教育、养老、医疗、优抚等方面的补助政策，分层分类做好社会,2024-08-30
2024-08-30 17:23:01,耐科装备：公司实际控制人之一、董事长被留置并立案调查,【耐科装备：公司实际控制人之一、董事长被留置并立案调查】财联社8月30日电，耐科装备公告，公司于2024年8月30日收到公司实际控制人之一、董事长、法定代表人黄明玖先生家属的通知，黄明玖先生被铜陵市铜官区监察委员会实施留置并立案调查。公司表示，将按照相关法律法规和制度规范运作，日常经营管理由公司高管团队负责，并已针对相关事项做了妥善安排。目前公司控制权未发生变化，董事会运作正常，生产经营管理情况正常，该事项不会对公司正常生产经营产生重大影响。,2024-08-30
2024-08-30 17:12:39,投资日历：9月资本市场大事提醒,【投资日历：9月资本市场大事提醒】,2024-08-30
2024-08-30 17:10:33,和顺石油：公司董事吴立宇收到立案告知书,【和顺石油：公司董事吴立宇收到立案告知书】财联社8月30日电，和顺石油公告，公司董事吴立宇于2024年8月30日收到《中国证券监督管理委员会立案告知书》，因其涉嫌短线交易和顺石油股票，根据相关法律法规，决定对其立案。本次事项系对吴立宇个人的调查，不会对公司董事会运作及公司日常经营活动产生重大影响。,2024-08-30
2024-08-30 17:03:35,央行：8月开展了公开市场国债买卖操作 全月净买入债券面值为1000亿元,央行：2024年8月人民银行开展了公开市场国债买卖操作，向部分公开市场业务一级交易商买入短期限国债并卖出长期限国债，全月净买入债券面值为1000亿元。,2024-08-30
2024-08-30 17:01:38,中国航空工业集团有限公司原董事长谭瑞松接受审查调查,【中国航空工业集团有限公司原董事长谭瑞松接受审查调查】财联社8月30日电，中国航空工业集团有限公司原党组书记、董事长谭瑞松涉嫌严重违纪违法，目前正接受中央纪委国家监委纪律审查和监察调查。,2024-08-30
2024-08-30 16:33:05,工商银行：上半年净利润为1705亿元 同比下降1.9% 现金分红511亿元,"工商银行发布上半年业绩，实现净利润为1,712.96亿元，其中归属于母公司股东净利润为1,704.67亿元，按照每10股派息人民币1.434元（含税）。",2024-08-30
2024-08-30 16:31:00,5连板科森科技：公司的折叠屏铰链组装业务2024年度尚未形成营收,【5连板科森科技：公司的折叠屏铰链组装业务2024年度尚未形成营收】财联社8月30日电，科森科技发布股票交易风险提示公告，近期关注到公司被媒体列入折叠屏概念股，经公司自查，公司的折叠屏铰链组装业务，截至本公告之日，2024年度尚未形成营收。公司预计该业务年内产生的收入在整体收入中占比较小，对公司2024年度整体营收贡献有限。公司股票价格短期大幅上涨，可能存在短期涨幅较大后的下跌风险。公司股票换手率波动较大，敬请广大投资者注意投资风险，理性投资。,2024-08-30
2024-08-30 16:12:36,京沪高铁：上半年净利润同比增长23.77%,【京沪高铁：上半年净利润同比增长23.77%】财联社8月30日电，京沪高铁发布2024年半年报，报告期内，公司实现营业收入208.62亿元，同比增长8.21%；归属于上市公司股东的净利润63.57亿元，同比增长23.77%。,2024-08-30
2024-08-30 16:05:57,央行：2024年二季度末个人住房贷款余额37.79万亿元 同比下降2.1%,【央行：2024年二季度末个人住房贷款余额37.79万亿元 同比下降2.1%】财联社8月30日电，央行发布二季度金融机构贷款投向统计报告。2024年二季度末，房地产开发贷款余额13.77万亿元，同比增长2.8%，增速比上年末高1.3个百分点，上半年增加6105亿元。个人住房贷款余额37.79万亿元，同比下降2.1%。2024年二季度末，人民币房地产贷款余额53.1万亿元，同比下降1%，增速比上年末高0.04个百分点；上半年增加1976亿元，同比多增427亿元。,2024-08-30
2024-08-30 16:01:06,市场监管总局督导阿里巴巴集团完成三年整改：全面停止“二选一”垄断行为 合规整改工作取得良好成效,"【市场监管总局督导阿里巴巴集团完成三年整改】财联社8月30日电，2021年4月，市场监管总局依法对阿里巴巴集团控股有限公司（以下简称阿里巴巴集团）在中国境内网络零售平台服务市场实施“二选一”垄断行为作出行政处罚开展行政指导，责令其停止违法行为、全面自查整改，连续三年向市场监管总局提交自查合规报告。

三年来，市场监管总局加强对阿里巴巴集团合规整改的督导，对整改落实情况开展深入核查，并委托第三方机构开展执法效果评估。从核查和评估情况看，阿里巴巴集团按照《行政处罚决定书》《行政指导书》要求，全面停止“二选一”垄断行为，严格规范自身经营行为，认真落实平台主体责任，健全企业合规管理制度，提升平台内商家",2024-08-30
2024-08-30 15:54:58,财政部：7月份全国共销售彩票546.55亿元 同比增长11.8%,【财政部：7月份全国共销售彩票546.55亿元 同比增长11.8%】财联社8月30日电，财政部发布数据显示，7月份，全国共销售彩票546.55亿元，同比增加57.50亿元，增长11.8%。其中，福利彩票机构销售176.35亿元，同比减少2.31亿元，下降1.3%，主要原因是去年同期基数相对较高，以及即开型彩票销量下降；体育彩票机构销售370.20亿元，同比增加59.81亿元，增长19.3%，主要原因是欧洲杯赛事拉动竞猜型彩票销量短期快速增长。1-7月累计，全国共销售彩票3631.33亿元，同比增加403.29亿元，增长12.5%。其中，福利彩票机构销售1226.54亿元，同比增加149.72亿,2024-08-30
2024-08-30 15:51:31,中国外汇交易中心：9月2日在银行间外币对市场推出差额交割远期交易,财联社8月30日电，外汇交易中心推出银行间外币对差额交割远期交易。,2024-08-30
2024-08-30 15:26:57,,财联社8月30日电，在岸人民币兑美元汇率升至2023年6月以来最高水平，报7.0845。,2024-08-30
2024-08-30 15:17:09,8月30日涨停分析,【8月30日涨停分析】今日共63股涨停，连板股总数12只，50股封板未遂，封板率为56%（不含ST股、退市股及未开板新股）。焦点股方面，深圳华强跳空高开涨停录得12天11板，科森科技再度一字涨停晋级5连板，尾盘银邦股份、乐心医疗等多只高位股炸板。,2024-08-30
2024-08-30 15:08:18,预告：2024年服贸会将于9月12日至16日举行,【预告：2024年服贸会将于9月12日至16日举行】财联社8月30日电，记者从今天举行的国务院新闻办新闻发布会上了解到，2024年服贸会将于9月12日至16日在北京举办。今年服贸会将有80多个国家和国际组织设展办会，其中13个国家和国际组织为首次线下独立设展。法国首次担任主宾国，四川、海南首次担任主宾省，将举办特色展示和主题活动。目前，420余家世界500强和行业龙头企业确认线下参展。,2024-08-30
2024-08-30 15:05:39,收评：创业板指放量涨2.53% 两市成交额超8700亿,【收评：创业板指高开高走涨2.53% 两市成交额超8700亿】财联社8月30日电，市场全天延续反弹，创业板指领涨。盘面上，消费电子概念股持续大涨，折叠屏、华为海思、AI眼镜等多个方向表现活跃，科森科技、日久光电、维信诺、瀛通通讯、好上好等10余股涨停。半导体板块展开反弹，光刻机方向领涨，国林科技、东方嘉盛涨停。保险、证券股震荡走强，中国银河、天茂集团涨停。地产股一度冲高，金地集团、天地源涨停。传媒、游戏股表现活跃，星辉娱乐、凯撒文化、广西广电涨停。下跌方面，银行股集体调整，交通银行跌超5%。总体上个股涨多跌少，全市场超4600只个股上涨。沪深两市今日成交额8766亿，较上个交易日放量2694亿,2024-08-30
2024-08-30 14:03:09,沪深两市成交额突破7000亿 较上日此时放量超2000亿,【沪深两市成交额突破7000亿 较上日此时放量超2000亿】财联社8月30日电，据财联社盯盘数据显示，截至目前，沪深两市成交额突破7000亿元，较上日此时放量超2000亿元。,2024-08-30
2024-08-30 13:33:08,五大国有银行再度走弱 交通银行跌超5%,【五大国有银行再度走弱 交通银行跌超5%】财联社8月30日电，午后五大国有银行再度走弱，交通银行跌超5%，另外建设银行、工商银行、农业银行均跌超3%，中国银行跌近2%。,2024-08-30
2024-08-30 13:16:25,地产股持续爆发 万科A等十余股涨停,"【地产股持续爆发 万科A等十余股涨停】财联社8月30日电，地产股盘中持续爆发，万科A、新城控股、中交地产、滨江集团、世联行等十余股涨停，另外保利发展、招商蛇口双双涨超9%。
",2024-08-30
2024-08-30 13:14:15,,财联社8月30日电，恒生科技指数涨幅扩大至4%，恒指涨2%。,2024-08-30
2024-08-30 13:09:48,,财联社8月30日电，港股内房股午后持续拉升，万科企业涨超13%、融创中国、绿城中国涨超10%。,2024-08-30
2024-08-30 13:03:32,大消费股午后拉升 大连友谊、中央商场双双涨停,【大消费股午后开盘异动 大连友谊、中央商场双双涨停】财联社8月30日电，零售、白酒、免税、旅游等消费股午后开盘拉升，大连友谊、中央商场双双涨停，洋河股份、友阿股份、中百集团、茂业商业、祥源文旅等多股涨超5%。,2024-08-30
2024-08-30 11:52:02,,财联社8月30日电，恒生科技指数涨幅扩大至3%，恒指涨2%。汽车股走强，小鹏汽车涨10%，理想汽车涨超9%，蔚来汽车涨8%。,2024-08-30
2024-08-30 11:39:53,8月30日午间涨停分析,【8月30日午间涨停分析】财联社8月30日电，今日午盘全市场共56股涨停，连板股总数13只，13股封板未遂，封板率为81%（不含ST股、退市股及未开板新股）。焦点股方面，深圳华强12天11板，科森科技继续一字涨停晋级5连板，智能穿戴板块乐心医疗创业板5天4板。,2024-08-30
