时间,标题,简讯,date
2024-02-07 09:30:33,北向资金今日净买入16.84亿元 贵州茅台获净买入4.3亿元,北向资金今日净买入16.84亿元。贵州茅台、格力电器、迈瑞医疗分别获净买入4.3亿元、3.3亿元、1.82亿元。长江电力净卖出额居首，金额为4.92亿元。,2024-02-07
2024-02-07 09:19:41,吴清任证监会党委书记、主席 易会满被免职,中共中央决定，任命吴清同志为中国证券监督管理委员会党委书记，免去易会满同志的中国证券监督管理委员会党委书记职务。国务院决定，任命吴清同志为中国证券监督管理委员会主席，免去易会满同志的中国证券监督管理委员会主席职务。,2024-02-07
2024-02-07 08:41:05,2023年1万亿元增发国债项目全部下达完毕,【2023年1万亿元增发国债项目全部下达完毕】财联社2月7日电，国家发展改革委商有关部门下达2023年增发国债第三批项目清单，共涉及项目2800多个，安排国债资金近2000亿元，主要包括以京津冀为重点的华北地区等灾后恢复重建和提升防灾减灾能力，自然灾害应急能力提升工程，重点自然灾害综合防治体系建设工程，甘肃、青海灾后恢复重建等领域。第三批项目下达后，2023年1万亿元增发国债项目全部下达完毕。下一步，国家发展改革委将按照党中央、国务院决策部署，会同有关部门督促加快推动项目开工建设，加快资金拨付使用，加快形成实物工作量，及早发挥国债资金效益。同时，加大事中事后监管力度，着力把项目建设成为民心工程,2024-02-07
2024-02-07 08:05:51,周三投资舆情热点,"【周三投资舆情热点】
1）稀土永磁：2024年首批稀土开采、冶炼分离配额增量低于预期，供需格局有望改善。
2）新质生产力：国务院国资委近期部署2024年投资工作，加快布局培育新质生产力是着力重点之一。
3）医药：国家医保局正就《关于建立新上市化学药品首发价格形成机制，鼓励高质量创新的通知》征求意见。
4）锂电池：近期，铁锂、电解液等上游环节排产出现小幅回温，市场预期3月出现产业链恢复。
5）制冷剂：三代制冷剂价格持续走高，去年各种类加权单价约1.98万每吨，目前涨至3.2万每吨；其中，r143a近三个月报价从1.8万涨至5万。",2024-02-07
2024-02-07 08:04:37,,中国1月外汇储备为32193.2亿美元，前值32379.8亿美元。,2024-02-07
2024-02-07 08:04:24,中汽协：1月新能源汽车销量达72.9万辆 同比增长78.8%,中汽协：1月，新能源汽车产销分别完成78.7万辆和72.9万辆，环比分别下降32.9%和38.8%，同比分别增长85.3%和78.8%，市场占有率达到29.9%。,2024-02-07
2024-02-07 08:03:00,中汽协：1月汽车销量243.9万辆 同比增长47.9%,中汽协：1月汽车产销分别完成241万辆和243.9万辆，环比分别下降21.7%和22.7%，同比分别增长51.2%和47.9%。,2024-02-07
2024-02-07 07:49:06,2月7日涨停分析,【2月7日涨停分析】今日共96股涨停，连板股总数34只，60股封板未遂，封板率为61%（不含ST股、退市股及未开板新股）。个股方面，并购重组的哈森股份17天11板，新质生产力概念股克来机电5板、中重科技3板，国企改革板块长江通信3板、启明星辰2板，股权转让的洪涛股份3板，锂电池板块万祥科技创业板2板、川发龙蟒2板，稀土永磁板块中国稀土2板、广晟有色2板，医药股亚宝药业2板。今日沪深两市收涨个股2132只，收跌个股2932只。,2024-02-07
2024-02-07 07:05:01,四只沪深300ETF合计成交382.3亿元 较昨日大幅放量超250亿元,【四只沪深300ETF合计成交超380亿元 较昨日大幅放量超250亿元】财联社2月7日电，今日四只沪深300ETF显著放量，截至收盘，沪深300ETF（510300）、沪深300ETF（159919）、沪深300ETF易方达（510310）、沪深300ETF华夏（510330）成交金额分别达到115.1亿元、94.2亿元、88.2亿元、84.8亿元，合计达到382.3亿元，较昨日放量252.3亿元，换手率分别达到6.97%、11.34%、9.24%、11.47%。,2024-02-07
2024-02-07 07:03:21,收评：创业板指涨2.37%录得3连阳 两市成交金额重回万亿,【收评：创业板指涨2.37%录得3连阳 两市成交金额重回万亿】财联社2月7日电，市场全天延续反弹，深成指领涨。指数黄白分时线再度分化，权重股相对偏强。盘面上，稀土永磁概念股集体大涨，中科磁业、中科三环、中国稀土、广晟有色等10股涨停。中字头、国企改革概念股展开反弹，中化国际、南网储能、长江通信等涨停。新能源车产业链表现活跃，赛力斯、文灿股份、江淮汽车等多股涨停。下跌方面，小微盘股走势较弱，全市场近300只个股跌停。总体上个股跌多涨少，全市场超3000只个股下跌。沪深两市今日成交额10219亿，较上个交易日放量956亿，成交金额重回万亿。板块方面，稀土永磁、超导、大基金持股、中字头等板块涨幅居前,2024-02-07
